Item Fat Content,Item Identifier,Si No,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility, Sales ,Rating
Low Fat,NCM17,8062,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.071425647, $45.91 ,4
Low Fat,NCN05,8063,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.014518575, $182.20 ,4
Low Fat,NCR05,8064,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.054853377, $198.61 ,4
Low Fat,NCA53,8065,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.009918699, $49.40 ,4
Low Fat,NCZ17,8066,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.079755214, $36.65 ,4
Low Fat,NCY29,8067,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.077548732, $55.09 ,4
Low Fat,NCW29,8068,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.028980533, $129.53 ,4
Low Fat,NCM53,8069,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.052252908, $105.73 ,4
Low Fat,NCX41,8070,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.017791458, $211.92 ,4
Low Fat,NCL05,8071,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.048092778, $44.48 ,4
Low Fat,NCP05,8072,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0, $150.30 ,4
Low Fat,NCY53,8073,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.058719568, $111.05 ,4
Low Fat,NCK05,8074,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.077769768, $63.05 ,4
Low Fat,NCU30,8075,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0, $164.72 ,4
Low Fat,NCB31,8076,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.119157788, $263.79 ,4
Low Fat,NCY18,8077,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.031278532, $176.01 ,4
Low Fat,NCC43,8078,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.093160853, $251.31 ,4
Low Fat,NCE31,8079,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.185596553, $35.72 ,4
Low Fat,NCE07,8080,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.013183517, $143.12 ,4
Low Fat,NCH43,8081,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.070856383, $217.42 ,4
Low Fat,NCT54,8082,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.120022543, $94.81 ,4
Low Fat,NCU54,8083,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.099024124, $208.53 ,4
Low Fat,NCH18,8084,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.044843161, $246.18 ,4
Low Fat,NCV06,8085,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.066952965, $192.05 ,4
Low Fat,NCG54,8086,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.080131363, $170.91 ,4
Low Fat,NCS18,8087,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.042383069, $108.09 ,4
Low Fat,NCX18,8088,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.008829806, $196.81 ,4
Low Fat,NCZ54,8089,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.083698962, $163.46 ,4
Low Fat,NCG18,8090,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.023071504, $101.83 ,4
Low Fat,NCP54,8091,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.035292855, $124.57 ,4
Low Fat,NCR18,8092,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.020571083, $41.61 ,4
Low Fat,NCD18,8093,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.072965144, $231.37 ,4
Low Fat,NCG06,8094,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.029565309, $256.46 ,4
Low Fat,NCX30,8095,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.026729068, $248.48 ,4
Low Fat,NCH30,8096,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0, $114.69 ,4
Low Fat,NCW42,8097,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.058707159, $220.55 ,4
Low Fat,NCL18,8098,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.168266556, $195.51 ,4
Low Fat,NCC18,8099,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.177992139, $173.14 ,4
Low Fat,NCG42,8100,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.041395775, $129.73 ,4
Low Fat,NCZ06,8101,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.094545236, $254.77 ,4
Low Fat,NCI43,8102,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.026074491, $48.64 ,4
Low Fat,NCI30,8103,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0591756, $245.05 ,4
Low Fat,NCN54,8104,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.021413346, $76.23 ,4
Low Fat,NCE54,8105,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0, $74.34 ,4
Low Fat,FDA39,8106,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.012769753, $39.98 ,4
Low Fat,FDQ39,8107,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.081372267, $191.48 ,4
Low Fat,FDX15,8108,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.156935553, $160.66 ,4
Low Fat,FDH19,8109,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03322326, $172.07 ,4
Low Fat,FDT03,8110,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.010039493, $181.76 ,4
Low Fat,NCM31,8111,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.08152738, $140.32 ,4
Low Fat,NCK07,8112,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.048885018, $166.15 ,4
Low Fat,NCM43,8113,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.019554705, $162.42 ,4
Low Fat,NCP43,8114,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.030631323, $178.57 ,4
Low Fat,NCQ43,8115,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0, $108.69 ,4
Low Fat,NCN07,8116,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.034082974, $130.93 ,4
Low Fat,FDR58,8117,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0, $92.95 ,4
Low Fat,FDZ46,8118,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.069405301, $112.12 ,4
Low Fat,FDD58,8119,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.059594017, $99.67 ,4
Low Fat,FDT46,8120,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03093263, $51.50 ,4
Low Fat,FDV09,8121,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.020652362, $149.57 ,4
Low Fat,FDH33,8122,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.122221269, $45.94 ,4
Low Fat,FDQ10,8123,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.033314389, $171.64 ,4
Low Fat,FDK34,8124,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0, $238.76 ,4
Low Fat,FDC47,8125,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.119374946, $229.37 ,4
Low Fat,FDJ09,8126,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.058632705, $46.47 ,4
Low Fat,FDP57,8127,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.052657753, $103.70 ,4
Low Fat,FDO34,8128,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.030060895, $166.48 ,4
Low Fat,FDZ58,8129,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.052389407, $120.91 ,4
Low Fat,FDR09,8130,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.078041216, $258.50 ,4
Low Fat,FDJ22,8131,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.053025371, $192.55 ,4
Low Fat,FDM34,8132,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.067722325, $130.86 ,4
Low Fat,FDO57,8133,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.109153001, $161.36 ,4
Low Fat,FDH10,8134,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.049505857, $195.35 ,4
Low Fat,DRJ49,8135,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.01405025, $128.97 ,4
Low Fat,DRF49,8136,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.07136748, $111.85 ,4
Low Fat,DRK12,8137,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.042056944, $31.89 ,4
Low Fat,DRB25,8138,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.069742672, $106.29 ,4
Low Fat,DRG37,8139,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.019457372, $154.00 ,4
Low Fat,DRC24,8140,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02492239, $153.50 ,4
Low Fat,DRE49,8141,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.021336565, $153.60 ,4
Low Fat,FDE59,8142,Starchy Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.062541552, $34.35 ,4
Low Fat,FDG59,8143,Starchy Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.043410693, $39.42 ,4
Regular,FDT12,8144,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.049823839, $226.61 ,4
Regular,FDG12,8145,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.006351876, $120.31 ,4
Regular,FDP48,8146,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.044202545, $183.00 ,4
Regular,FDX36,8147,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.128805815, $224.04 ,4
Regular,FDL24,8148,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.024998007, $174.44 ,4
Regular,FDA47,8149,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.117149075, $164.12 ,4
Regular,FDB12,8150,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.105736638, $104.46 ,4
Regular,FDT24,8151,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.186616421, $78.63 ,4
Regular,FDR12,8152,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.031663212, $173.28 ,4
Regular,FDX11,8153,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.107186944, $181.96 ,4
Regular,FDZ23,8154,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.067777778, $186.92 ,4
Regular,FDP49,8155,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0, $55.26 ,4
Regular,FDN49,8156,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.125734578, $41.75 ,4
Regular,FDO01,8157,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.020803054, $129.80 ,4
Regular,FDR01,8158,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.053839714, $198.67 ,4
Regular,FDS25,8159,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.14057889, $112.12 ,4
Regular,FDH02,8160,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.020865797, $90.25 ,4
Regular,FDI50,8161,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.030968306, $227.84 ,4
Regular,FDR13,8162,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.028837829, $117.85 ,4
Regular,FDL38,8163,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.014793124, $88.52 ,4
Regular,FDA25,8164,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.068403271, $102.00 ,4
Regular,FDR25,8165,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.140090284, $265.19 ,4
Regular,FDQ01,8166,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.161356273, $253.10 ,4
Regular,FDT50,8167,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.108679906, $95.68 ,4
Regular,FDY02,8168,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.088002959, $261.39 ,4
Regular,FDC16,8169,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.020653603, $84.95 ,4
Regular,FDZ26,8170,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.144604071, $240.82 ,4
Regular,FDZ03,8171,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0, $186.02 ,4
Regular,FDA02,8172,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.029843736, $143.98 ,4
Regular,FDL39,8173,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.06358934, $179.43 ,4
Regular,FDU26,8174,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.042792568, $118.68 ,4
Regular,FDY15,8175,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.171523928, $155.86 ,4
Regular,FDV26,8176,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.076470697, $196.18 ,4
Regular,FDN28,8177,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.030371121, $101.80 ,4
Regular,FDS28,8178,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.082737261, $57.36 ,4
Regular,FDS04,8179,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0, $139.58 ,4
Regular,FDI40,8180,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.126114605, $99.34 ,4
Regular,FDX52,8181,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.042173667, $194.68 ,4
Regular,FDH40,8182,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.079251097, $79.23 ,4
Regular,FDO52,8183,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.077478931, $170.31 ,4
Regular,FDN04,8184,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.014144442, $180.43 ,4
Regular,FDC05,8185,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.099186992, $198.78 ,4
Regular,FDP28,8186,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.080968973, $259.79 ,4
Regular,FDW40,8187,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.105573769, $143.98 ,4
Regular,FDS16,8188,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.066446521, $147.98 ,4
Regular,FDY40,8189,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.086184647, $50.97 ,4
Regular,FDH28,8190,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.110479217, $36.75 ,4
Regular,FDA28,8191,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.047996608, $127.04 ,4
Regular,FDV28,8192,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.160379061, $33.66 ,4
Regular,FDY04,8193,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.042649476, $162.72 ,4
Regular,FDI41,8194,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.062510529, $146.84 ,4
Regular,FDX04,8195,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.041740902, $49.24 ,4
Regular,FDE04,8196,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.018096488, $179.57 ,4
Regular,FDV52,8197,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.122015744, $117.75 ,4
Regular,FDT07,8198,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.077634044, $256.43 ,4
Regular,FDA07,8199,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03107068, $122.41 ,4
Regular,FDD44,8200,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.078719835, $258.56 ,4
Regular,FDK08,8201,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.122802943, $100.10 ,4
Regular,FDZ43,8202,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.057290978, $242.75 ,4
Regular,FDO20,8203,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.152747503, $252.04 ,4
Regular,FDC21,8204,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.043133816, $109.73 ,4
Regular,FDZ31,8205,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.113678422, $189.75 ,4
Regular,FDT56,8206,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.116063284, $59.12 ,4
Regular,FDH20,8207,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.025050746, $97.14 ,4
Regular,FDW32,8208,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.09468096, $86.29 ,4
Regular,FDX07,8209,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0, $184.60 ,4
Regular,FDJ20,8210,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.100583009, $123.54 ,4
Regular,FDP31,8211,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.16216286, $62.22 ,4
Regular,FDR51,8212,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.17417636, $148.97 ,4
Regular,FDT51,8213,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.010963269, $110.95 ,4
Regular,FDJ55,8214,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.023626808, $223.24 ,4
Regular,FDO15,8215,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.008601441, $73.70 ,4
Regular,FDJ27,8216,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.122372504, $101.57 ,4
Regular,FDU03,8217,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.091950972, $184.23 ,4
Regular,FDZ39,8218,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.018098194, $104.60 ,4
Regular,FDG33,8219,Seafood,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.140811559, $173.58 ,4
Regular,FDI09,8220,Seafood,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.129864461, $240.19 ,4
Regular,FDG10,8221,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.01098386, $55.46 ,4
Regular,FDC22,8222,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.136984147, $192.68 ,4
Regular,FDU33,8223,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.135258515, $47.24 ,4
Regular,FDT33,8224,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.03412912, $165.12 ,4
Regular,FDJ33,8225,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.088681966, $121.97 ,4
Regular,FDV33,8226,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.027454997, $258.13 ,4
Regular,FDB46,8227,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.094145821, $210.82 ,4
Regular,FDB58,8228,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.013551445, $142.02 ,4
Regular,FDV34,8229,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.011472001, $75.20 ,4
Regular,FDM09,8230,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.086281593, $170.58 ,4
Regular,FDG34,8231,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.037723476, $109.53 ,4
Regular,FDJ34,8232,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.094037241, $124.57 ,4
Regular,FDO22,8233,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.017932223, $78.80 ,4
Regular,FDN58,8234,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.057104066, $232.70 ,4
Regular,FDP22,8235,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.099535996, $52.27 ,4
Regular,FDN22,8236,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.138868769, $251.87 ,4
Regular,FDR22,8237,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.01863822, $110.25 ,4
Regular,DRA59,8238,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.128449055, $186.59 ,4
Regular,FDE11,8239,Starchy Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.135646297, $186.09 ,4
Regular,FDG35,8240,Starchy Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.007069662, $175.77 ,4
Regular,FDN50,8241,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.026627857, $93.71 ,4
Regular,FDH26,8242,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.034841089, $141.15 ,4
Regular,FDG56,8243,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.071743629, $59.75 ,4
Regular,FDM15,8244,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.057655493, $152.64 ,4
Regular,FDX57,8245,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.047458754, $95.81 ,4
Regular,FDD10,8246,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.046208155, $178.03 ,4
Low Fat,FDW36,8247,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.056656942, $106.26 ,4
Low Fat,FDS47,8248,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0, $87.69 ,4
Low Fat,FDU08,8249,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.027183141, $99.70 ,4
Low Fat,NCP29,8250,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0, $64.22 ,4
Low Fat,NCS29,8251,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.069208684, $264.09 ,4
Low Fat,NCE43,8252,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.102941345, $171.24 ,4
Low Fat,NCJ30,8253,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.080249973, $168.68 ,4
Low Fat,NCY06,8254,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.060888514, $130.20 ,4
Low Fat,FDS51,8255,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.032024659, $62.72 ,4
Low Fat,NCJ31,8256,Others,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.181769264, $240.62 ,4
Low Fat,FDA57,8257,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.039451625, $39.55 ,4
Low Fat,FDU34,8258,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.074830794, $125.90 ,4
Low Fat,DRG36,8259,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.094916347, $172.31 ,4
Low Fat,DRM37,8260,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.095931002, $198.58 ,4
Low Fat,FDF12,8261,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.082028694, $148.61 ,4
Low Fat,FDG60,8262,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.060405784, $234.56 ,4
Low Fat,FDL36,8263,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.075707087, $88.18 ,4
Low Fat,FDP24,8264,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.082602127, $120.98 ,4
Low Fat,FDQ12,8265,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.03523927, $231.60 ,4
Low Fat,FDR60,8266,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.129783577, $78.23 ,4
Low Fat,FDU36,8267,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0, $100.14 ,4
Low Fat,FDY36,8268,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.009364957, $74.24 ,4
Low Fat,FDR47,8269,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.087045086, $196.78 ,4
Low Fat,FDT59,8270,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.01583438, $228.57 ,4
Low Fat,FDW11,8271,Breads,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.048545853, $60.12 ,4
Low Fat,FDQ37,8272,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.088828418, $192.25 ,4
Low Fat,FDA49,8273,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.064607378, $87.42 ,4
Low Fat,FDE02,8274,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.120663214, $95.68 ,4
Low Fat,FDI26,8275,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.034717799, $179.43 ,4
Low Fat,FDL26,8276,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.072838381, $155.30 ,4
Low Fat,FDO25,8277,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.126831854, $209.03 ,4
Low Fat,FDQ13,8278,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.010590075, $84.69 ,4
Low Fat,FDT49,8279,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.150672399, $104.73 ,4
Low Fat,FDW25,8280,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.037217847, $86.82 ,4
Low Fat,FDW37,8281,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.123449671, $89.75 ,4
Low Fat,FDX01,8282,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.024047319, $115.52 ,4
Low Fat,FDX37,8283,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.062724117, $100.57 ,4
Low Fat,DRF03,8284,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.045088724, $39.71 ,4
Low Fat,DRH39,8285,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.092241348, $75.87 ,4
Low Fat,DRJ39,8286,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.036150153, $219.55 ,4
Low Fat,FDA15,8287,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.015944801, $249.51 ,4
Low Fat,FDM39,8288,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.053211728, $177.60 ,4
